,year,month,day,hour,city,dewp,pres,temp,cbwd,iws,pm2.5,is,ir,date_time
56,2010,1,4,8,beijing_2,-22.0,1028.0,-13.0,NW,80.9,26.0,0.0,0.0,2010-01-04 08:00:00
57,2010,1,4,9,beijing_2,-22.0,1029.0,-13.0,NW,90.73,27.0,0.0,0.0,2010-01-04 09:00:00
58,2010,1,4,10,beijing_2,-22.0,1030.0,-12.0,NW,100.56,27.0,0.0,0.0,2010-01-04 10:00:00
59,2010,1,4,11,beijing_2,-23.0,1031.0,-12.0,NW,108.61,25.0,0.0,0.0,2010-01-04 11:00:00
60,2010,1,4,12,beijing_2,-21.0,1030.0,-11.0,NW,117.55,29.0,0.0,0.0,2010-01-04 12:00:00
61,2010,1,4,13,beijing_2,-20.0,1030.0,-10.0,NW,127.38,32.0,0.0,0.0,2010-01-04 13:00:00
62,2010,1,4,14,beijing_2,-21.0,1030.0,-10.0,NW,136.32,28.0,0.0,0.0,2010-01-04 14:00:00
63,2010,1,4,15,beijing_2,-21.0,1030.0,-9.0,NW,145.26,29.0,0.0,0.0,2010-01-04 15:00:00
64,2010,1,4,16,beijing_2,-21.0,1031.0,-9.0,NW,152.41,30.0,0.0,0.0,2010-01-04 16:00:00
65,2010,1,4,17,beijing_2,-20.0,1032.0,-11.0,NW,159.56,30.0,0.0,0.0,2010-01-04 17:00:00
66,2010,1,4,18,beijing_2,-23.0,1032.0,-11.0,NW,165.37,28.0,0.0,0.0,2010-01-04 18:00:00
67,2010,1,4,19,beijing_2,-21.0,1033.0,-12.0,NW,171.18,26.0,0.0,0.0,2010-01-04 19:00:00
68,2010,1,4,20,beijing_2,-24.0,1034.0,-12.0,NW,180.12,31.0,0.0,0.0,2010-01-04 20:00:00
69,2010,1,4,21,beijing_2,-24.0,1034.0,-13.0,NW,187.27,33.0,0.0,0.0,2010-01-04 21:00:00
70,2010,1,4,22,beijing_2,-24.0,1035.0,-13.0,NW,195.32,29.0,0.0,0.0,2010-01-04 22:00:00
71,2010,1,4,23,beijing_2,-26.0,1035.0,-15.0,NW,198.45,31.0,0.0,0.0,2010-01-04 23:00:00
72,2010,1,5,0,beijing_2,-26.0,1035.0,-17.0,NW,201.58,30.0,0.0,0.0,2010-01-05 00:00:00
73,2010,1,5,1,beijing_2,-26.0,1035.0,-18.0,NW,205.6,34.0,0.0,0.0,2010-01-05 01:00:00
74,2010,1,5,2,beijing_2,-26.0,1035.0,-19.0,NW,208.73,27.0,0.0,0.0,2010-01-05 02:00:00
75,2010,1,5,3,beijing_2,-27.0,1035.0,-18.0,NW,213.65,25.0,0.0,0.0,2010-01-05 03:00:00
76,2010,1,5,4,beijing_2,-27.0,1035.0,-19.0,NW,218.57,28.0,0.0,0.0,2010-01-05 04:00:00
77,2010,1,5,5,beijing_2,-27.0,1034.0,-16.0,NE,4.92,28.0,0.0,0.0,2010-01-05 05:00:00
78,2010,1,5,6,beijing_2,-26.0,1035.0,-16.0,NE,8.05,27.0,0.0,0.0,2010-01-05 06:00:00
79,2010,1,5,7,beijing_2,-27.0,1034.0,-16.0,NE,13.86,27.0,0.0,0.0,2010-01-05 07:00:00
80,2010,1,5,8,beijing_2,-26.0,1035.0,-16.0,NE,18.78,27.0,0.0,0.0,2010-01-05 08:00:00
81,2010,1,5,9,beijing_2,-26.0,1035.0,-15.0,NE,24.59,29.0,0.0,0.0,2010-01-05 09:00:00
82,2010,1,5,10,beijing_2,-25.0,1035.0,-14.0,NE,29.51,36.0,0.0,0.0,2010-01-05 10:00:00
83,2010,1,5,11,beijing_2,-25.0,1035.0,-13.0,NE,34.43,30.0,0.0,0.0,2010-01-05 11:00:00
84,2010,1,5,12,beijing_2,-25.0,1034.0,-12.0,NE,39.35,27.0,0.0,0.0,2010-01-05 12:00:00
85,2010,1,5,13,beijing_2,-24.0,1032.0,-11.0,NE,41.14,39.0,0.0,0.0,2010-01-05 13:00:00
86,2010,1,5,14,beijing_2,-22.0,1032.0,-11.0,CV,0.89,41.0,0.0,0.0,2010-01-05 14:00:00
87,2010,1,5,15,beijing_2,-23.0,1031.0,-11.0,NW,1.79,33.0,0.0,0.0,2010-01-05 15:00:00
88,2010,1,5,16,beijing_2,-24.0,1031.0,-11.0,NW,3.58,50.0,0.0,0.0,2010-01-05 16:00:00
89,2010,1,5,17,beijing_2,-23.0,1031.0,-11.0,NW,5.37,56.0,0.0,0.0,2010-01-05 17:00:00
90,2010,1,5,18,beijing_2,-23.0,1032.0,-11.0,NW,7.16,59.0,0.0,0.0,2010-01-05 18:00:00
91,2010,1,5,19,beijing_2,-22.0,1033.0,-13.0,NW,10.29,60.0,0.0,0.0,2010-01-05 19:00:00
92,2010,1,5,20,beijing_2,-22.0,1033.0,-12.0,NW,13.42,84.0,0.0,0.0,2010-01-05 20:00:00
93,2010,1,5,21,beijing_2,-24.0,1033.0,-18.0,NW,16.55,106.0,0.0,0.0,2010-01-05 21:00:00
94,2010,1,5,22,beijing_2,-22.0,1034.0,-13.0,NW,20.57,66.0,0.0,0.0,2010-01-05 22:00:00
95,2010,1,5,23,beijing_2,-22.0,1033.0,-16.0,NW,23.7,50.0,0.0,0.0,2010-01-05 23:00:00
96,2010,1,6,0,beijing_2,-25.0,1033.0,-17.0,NW,26.83,56.0,0.0,0.0,2010-01-06 00:00:00
97,2010,1,6,1,beijing_2,-25.0,1033.0,-14.0,NE,4.02,77.0,0.0,0.0,2010-01-06 01:00:00
98,2010,1,6,2,beijing_2,-26.0,1034.0,-14.0,NE,8.04,50.0,0.0,0.0,2010-01-06 02:00:00
99,2010,1,6,3,beijing_2,-26.0,1033.0,-14.0,NE,13.85,44.0,0.0,0.0,2010-01-06 03:00:00
100,2010,1,6,4,beijing_2,-26.0,1033.0,-14.0,NE,17.87,27.0,0.0,0.0,2010-01-06 04:00:00
101,2010,1,6,5,beijing_2,-26.0,1033.0,-14.0,NE,23.68,28.0,0.0,0.0,2010-01-06 05:00:00
102,2010,1,6,6,beijing_2,-26.0,1033.0,-14.0,NE,28.6,21.0,0.0,0.0,2010-01-06 06:00:00
103,2010,1,6,7,beijing_2,-26.0,1034.0,-15.0,NE,33.52,25.0,0.0,0.0,2010-01-06 07:00:00
104,2010,1,6,8,beijing_2,-26.0,1034.0,-14.0,NE,39.33,20.0,0.0,0.0,2010-01-06 08:00:00
105,2010,1,6,9,beijing_2,-25.0,1035.0,-13.0,NE,44.25,29.0,0.0,0.0,2010-01-06 09:00:00
106,2010,1,6,10,beijing_2,-25.0,1035.0,-12.0,NE,50.06,34.0,0.0,0.0,2010-01-06 10:00:00
107,2010,1,6,11,beijing_2,-24.0,1035.0,-11.0,NE,54.98,42.0,0.0,0.0,2010-01-06 11:00:00
108,2010,1,6,12,beijing_2,-24.0,1034.0,-10.0,NE,59.0,28.0,0.0,0.0,2010-01-06 12:00:00
109,2010,1,6,13,beijing_2,-22.0,1033.0,-10.0,NW,4.02,36.0,0.0,0.0,2010-01-06 13:00:00
110,2010,1,6,14,beijing_2,-22.0,1033.0,-9.0,NW,5.81,48.0,0.0,0.0,2010-01-06 14:00:00
111,2010,1,6,15,beijing_2,-22.0,1033.0,-8.0,CV,0.89,49.0,0.0,0.0,2010-01-06 15:00:00
112,2010,1,6,16,beijing_2,-22.0,1033.0,-8.0,NW,1.79,52.0,0.0,0.0,2010-01-06 16:00:00
113,2010,1,6,17,beijing_2,-21.0,1033.0,-9.0,NW,3.58,56.0,0.0,0.0,2010-01-06 17:00:00
114,2010,1,6,18,beijing_2,-22.0,1033.0,-9.0,NW,5.37,96.0,0.0,0.0,2010-01-06 18:00:00
115,2010,1,6,19,beijing_2,-22.0,1034.0,-14.0,CV,0.89,75.0,0.0,0.0,2010-01-06 19:00:00
116,2010,1,6,20,beijing_2,-22.0,1035.0,-12.0,NW,1.79,105.0,0.0,0.0,2010-01-06 20:00:00
117,2010,1,6,21,beijing_2,-21.0,1034.0,-14.0,NW,3.58,132.0,0.0,0.0,2010-01-06 21:00:00
118,2010,1,6,22,beijing_2,-22.0,1035.0,-16.0,NW,5.37,93.0,0.0,0.0,2010-01-06 22:00:00
119,2010,1,6,23,beijing_2,-21.0,1035.0,-16.0,NW,7.16,131.0,0.0,0.0,2010-01-06 23:00:00
120,2010,1,7,0,beijing_2,-21.0,1035.0,-16.0,NW,8.95,127.0,0.0,0.0,2010-01-07 00:00:00
121,2010,1,7,1,beijing_2,-21.0,1035.0,-16.0,CV,0.45,130.0,0.0,0.0,2010-01-07 01:00:00
122,2010,1,7,2,beijing_2,-22.0,1036.0,-18.0,CV,1.34,43.0,0.0,0.0,2010-01-07 02:00:00
123,2010,1,7,3,beijing_2,-23.0,1036.0,-15.0,NW,4.02,37.0,0.0,0.0,2010-01-07 03:00:00
124,2010,1,7,4,beijing_2,-24.0,1035.0,-16.0,NW,7.15,30.0,0.0,0.0,2010-01-07 04:00:00
125,2010,1,7,5,beijing_2,-25.0,1035.0,-15.0,NW,10.28,28.0,0.0,0.0,2010-01-07 05:00:00
126,2010,1,7,6,beijing_2,-24.0,1035.0,-15.0,NW,14.3,24.0,0.0,0.0,2010-01-07 06:00:00
127,2010,1,7,7,beijing_2,-25.0,1036.0,-13.0,NE,4.92,23.0,0.0,0.0,2010-01-07 07:00:00
128,2010,1,7,8,beijing_2,-24.0,1036.0,-14.0,NW,4.02,24.0,0.0,0.0,2010-01-07 08:00:00
129,2010,1,7,9,beijing_2,-23.0,1036.0,-12.0,NW,8.94,27.0,0.0,0.0,2010-01-07 09:00:00
130,2010,1,7,10,beijing_2,-22.0,1036.0,-11.0,NW,12.96,40.0,0.0,0.0,2010-01-07 10:00:00
131,2010,1,7,11,beijing_2,-20.0,1036.0,-10.0,NW,16.09,42.0,0.0,0.0,2010-01-07 11:00:00
132,2010,1,7,12,beijing_2,-21.0,1035.0,-9.0,NW,19.22,42.0,0.0,0.0,2010-01-07 12:00:00
133,2010,1,7,13,beijing_2,-21.0,1034.0,-8.0,NW,21.01,55.0,0.0,0.0,2010-01-07 13:00:00
134,2010,1,7,14,beijing_2,-20.0,1033.0,-7.0,NW,22.8,52.0,0.0,0.0,2010-01-07 14:00:00
135,2010,1,7,15,beijing_2,-20.0,1032.0,-7.0,NW,24.59,51.0,0.0,0.0,2010-01-07 15:00:00
136,2010,1,7,16,beijing_2,-18.0,1032.0,-8.0,NW,26.38,57.0,0.0,0.0,2010-01-07 16:00:00
137,2010,1,7,17,beijing_2,-19.0,1032.0,-9.0,NW,28.17,50.0,0.0,0.0,2010-01-07 17:00:00
138,2010,1,7,18,beijing_2,-19.0,1032.0,-11.0,NE,0.89,54.0,0.0,0.0,2010-01-07 18:00:00
139,2010,1,7,19,beijing_2,-18.0,1033.0,-11.0,NW,1.79,67.0,0.0,0.0,2010-01-07 19:00:00
140,2010,1,7,20,beijing_2,-19.0,1032.0,-15.0,NE,1.79,106.0,0.0,0.0,2010-01-07 20:00:00
141,2010,1,7,21,beijing_2,-19.0,1032.0,-14.0,CV,0.45,159.0,0.0,0.0,2010-01-07 21:00:00
142,2010,1,7,22,beijing_2,-21.0,1032.0,-14.0,CV,1.34,198.0,0.0,0.0,2010-01-07 22:00:00
143,2010,1,7,23,beijing_2,-21.0,1032.0,-16.0,CV,2.23,190.0,0.0,0.0,2010-01-07 23:00:00
144,2010,1,8,0,beijing_2,-21.0,1031.0,-17.0,NW,1.79,210.0,0.0,0.0,2010-01-08 00:00:00
145,2010,1,8,1,beijing_2,-19.0,1031.0,-16.0,NW,3.58,195.0,0.0,0.0,2010-01-08 01:00:00
146,2010,1,8,2,beijing_2,-20.0,1031.0,-16.0,NE,0.89,275.0,0.0,0.0,2010-01-08 02:00:00
147,2010,1,8,3,beijing_2,-19.0,1030.0,-15.0,SE,0.89,164.0,0.0,0.0,2010-01-08 03:00:00
148,2010,1,8,4,beijing_2,-18.0,1030.0,-15.0,CV,0.45,110.0,0.0,0.0,2010-01-08 04:00:00
149,2010,1,8,5,beijing_2,-18.0,1029.0,-15.0,CV,1.34,100.0,0.0,0.0,2010-01-08 05:00:00
150,2010,1,8,6,beijing_2,-18.0,1029.0,-15.0,NW,1.79,81.0,0.0,0.0,2010-01-08 06:00:00
151,2010,1,8,7,beijing_2,-16.0,1029.0,-13.0,NE,0.89,71.0,0.0,0.0,2010-01-08 07:00:00
152,2010,1,8,8,beijing_2,-16.0,1029.0,-12.0,SE,0.89,66.0,0.0,0.0,2010-01-08 08:00:00
153,2010,1,8,9,beijing_2,-16.0,1030.0,-12.0,SE,1.78,92.0,0.0,0.0,2010-01-08 09:00:00
154,2010,1,8,10,beijing_2,-17.0,1030.0,-10.0,NE,0.89,135.0,0.0,0.0,2010-01-08 10:00:00
155,2010,1,8,11,beijing_2,-16.0,1029.0,-10.0,CV,0.89,155.0,0.0,0.0,2010-01-08 11:00:00
156,2010,1,8,12,beijing_2,-16.0,1028.0,-9.0,SE,3.13,198.0,0.0,0.0,2010-01-08 12:00:00
157,2010,1,8,13,beijing_2,-15.0,1026.0,-8.0,SE,4.92,250.0,0.0,0.0,2010-01-08 13:00:00
158,2010,1,8,14,beijing_2,-16.0,1026.0,-8.0,CV,0.89,200.0,0.0,0.0,2010-01-08 14:00:00
159,2010,1,8,15,beijing_2,-16.0,1025.0,-8.0,CV,1.78,231.0,0.0,0.0,2010-01-08 15:00:00
160,2010,1,8,16,beijing_2,-16.0,1025.0,-8.0,CV,2.67,250.0,0.0,0.0,2010-01-08 16:00:00
161,2010,1,8,17,beijing_2,-17.0,1025.0,-8.0,SE,0.89,212.0,0.0,0.0,2010-01-08 17:00:00
162,2010,1,8,18,beijing_2,-17.0,1026.0,-9.0,CV,0.45,219.0,0.0,0.0,2010-01-08 18:00:00
163,2010,1,8,19,beijing_2,-17.0,1026.0,-11.0,CV,1.34,227.0,0.0,0.0,2010-01-08 19:00:00
164,2010,1,8,20,beijing_2,-17.0,1026.0,-12.0,CV,1.79,226.0,0.0,0.0,2010-01-08 20:00:00
165,2010,1,8,21,beijing_2,-18.0,1027.0,-14.0,NW,1.79,225.0,0.0,0.0,2010-01-08 21:00:00
166,2010,1,8,22,beijing_2,-16.0,1027.0,-9.0,NW,4.92,168.0,0.0,0.0,2010-01-08 22:00:00
167,2010,1,8,23,beijing_2,-16.0,1027.0,-11.0,NW,6.71,169.0,0.0,0.0,2010-01-08 23:00:00
168,2010,1,9,0,beijing_2,-17.0,1027.0,-13.0,CV,0.89,165.0,0.0,0.0,2010-01-09 00:00:00
169,2010,1,9,1,beijing_2,-17.0,1027.0,-13.0,NW,3.13,159.0,0.0,0.0,2010-01-09 01:00:00
170,2010,1,9,2,beijing_2,-17.0,1027.0,-14.0,NW,4.92,167.0,0.0,0.0,2010-01-09 02:00:00
171,2010,1,9,3,beijing_2,-17.0,1027.0,-15.0,NW,8.05,196.0,0.0,0.0,2010-01-09 03:00:00
172,2010,1,9,4,beijing_2,-17.0,1027.0,-13.0,NW,9.84,169.0,0.0,0.0,2010-01-09 04:00:00
173,2010,1,9,5,beijing_2,-19.0,1027.0,-16.0,NW,13.86,155.0,0.0,0.0,2010-01-09 05:00:00
174,2010,1,9,6,beijing_2,-18.0,1027.0,-15.0,NW,17.88,119.0,0.0,0.0,2010-01-09 06:00:00
175,2010,1,9,7,beijing_2,-19.0,1027.0,-15.0,NW,21.9,106.0,0.0,0.0,2010-01-09 07:00:00
176,2010,1,9,8,beijing_2,-18.0,1028.0,-14.0,NW,25.92,93.0,0.0,0.0,2010-01-09 08:00:00
177,2010,1,9,9,beijing_2,-18.0,1029.0,-9.0,NE,5.81,84.0,0.0,0.0,2010-01-09 09:00:00
178,2010,1,9,10,beijing_2,-17.0,1029.0,-7.0,NE,11.62,73.0,0.0,0.0,2010-01-09 10:00:00
179,2010,1,9,11,beijing_2,-17.0,1030.0,-6.0,NE,17.43,66.0,0.0,0.0,2010-01-09 11:00:00
180,2010,1,9,12,beijing_2,-16.0,1029.0,-6.0,NE,23.24,40.0,0.0,0.0,2010-01-09 12:00:00
181,2010,1,9,13,beijing_2,-16.0,1029.0,-5.0,NE,28.16,49.0,0.0,0.0,2010-01-09 13:00:00
182,2010,1,9,14,beijing_2,-15.0,1029.0,-4.0,NE,33.08,50.0,0.0,0.0,2010-01-09 14:00:00
183,2010,1,9,15,beijing_2,-14.0,1028.0,-4.0,NE,37.1,49.0,0.0,0.0,2010-01-09 15:00:00
184,2010,1,9,16,beijing_2,-15.0,1029.0,-4.0,NE,38.89,41.0,0.0,0.0,2010-01-09 16:00:00
185,2010,1,9,17,beijing_2,-15.0,1030.0,-4.0,NW,1.79,37.0,0.0,0.0,2010-01-09 17:00:00
186,2010,1,9,18,beijing_2,-15.0,1030.0,-7.0,NE,3.13,45.0,0.0,0.0,2010-01-09 18:00:00
187,2010,1,9,19,beijing_2,-15.0,1031.0,-6.0,NW,3.13,44.0,0.0,0.0,2010-01-09 19:00:00
188,2010,1,9,20,beijing_2,-15.0,1032.0,-7.0,NW,4.92,54.0,0.0,0.0,2010-01-09 20:00:00
189,2010,1,9,21,beijing_2,-15.0,1032.0,-6.0,NE,3.13,50.0,0.0,0.0,2010-01-09 21:00:00
190,2010,1,9,22,beijing_2,-15.0,1033.0,-8.0,CV,0.45,47.0,0.0,0.0,2010-01-09 22:00:00
191,2010,1,9,23,beijing_2,-15.0,1033.0,-8.0,CV,0.9,66.0,0.0,0.0,2010-01-09 23:00:00
192,2010,1,10,0,beijing_2,-15.0,1033.0,-11.0,NW,0.89,75.0,0.0,0.0,2010-01-10 00:00:00
193,2010,1,10,1,beijing_2,-17.0,1033.0,-13.0,NW,1.78,82.0,0.0,0.0,2010-01-10 01:00:00
194,2010,1,10,2,beijing_2,-17.0,1033.0,-12.0,NW,4.91,66.0,0.0,0.0,2010-01-10 02:00:00
195,2010,1,10,3,beijing_2,-17.0,1033.0,-13.0,NW,8.04,83.0,0.0,0.0,2010-01-10 03:00:00
196,2010,1,10,4,beijing_2,-19.0,1032.0,-14.0,NW,9.83,62.0,0.0,0.0,2010-01-10 04:00:00
197,2010,1,10,5,beijing_2,-18.0,1032.0,-13.0,NW,12.96,40.0,0.0,0.0,2010-01-10 05:00:00
198,2010,1,10,6,beijing_2,-19.0,1032.0,-13.0,NW,16.09,23.0,0.0,0.0,2010-01-10 06:00:00
199,2010,1,10,7,beijing_2,-19.0,1033.0,-14.0,NW,19.22,25.0,0.0,0.0,2010-01-10 07:00:00
200,2010,1,10,8,beijing_2,-19.0,1034.0,-14.0,NW,22.35,27.0,0.0,0.0,2010-01-10 08:00:00
201,2010,1,10,9,beijing_2,-17.0,1033.0,-12.0,NW,24.14,35.0,0.0,0.0,2010-01-10 09:00:00
202,2010,1,10,10,beijing_2,-16.0,1033.0,-7.0,NE,4.02,50.0,0.0,0.0,2010-01-10 10:00:00
203,2010,1,10,11,beijing_2,-15.0,1033.0,-7.0,NW,3.13,70.0,0.0,0.0,2010-01-10 11:00:00
204,2010,1,10,12,beijing_2,-15.0,1032.0,-7.0,NW,6.26,75.0,0.0,0.0,2010-01-10 12:00:00
205,2010,1,10,13,beijing_2,-14.0,1031.0,-6.0,NW,9.39,58.0,0.0,0.0,2010-01-10 13:00:00
206,2010,1,10,14,beijing_2,-14.0,1031.0,-6.0,NW,12.52,70.0,0.0,0.0,2010-01-10 14:00:00
207,2010,1,10,15,beijing_2,-13.0,1030.0,-5.0,NW,14.31,68.0,0.0,0.0,2010-01-10 15:00:00
208,2010,1,10,16,beijing_2,-14.0,1031.0,-5.0,NW,16.1,71.0,0.0,0.0,2010-01-10 16:00:00
209,2010,1,10,17,beijing_2,-14.0,1031.0,-6.0,NW,19.23,88.0,0.0,0.0,2010-01-10 17:00:00
210,2010,1,10,18,beijing_2,-13.0,1032.0,-7.0,NW,23.25,84.0,0.0,0.0,2010-01-10 18:00:00
211,2010,1,10,19,beijing_2,-15.0,1032.0,-6.0,NW,27.27,83.0,0.0,0.0,2010-01-10 19:00:00
212,2010,1,10,20,beijing_2,-15.0,1033.0,-6.0,NW,30.4,66.0,0.0,0.0,2010-01-10 20:00:00
213,2010,1,10,21,beijing_2,-15.0,1034.0,-4.0,NW,35.32,27.0,0.0,0.0,2010-01-10 21:00:00
214,2010,1,10,22,beijing_2,-16.0,1034.0,-4.0,NW,44.26,24.0,0.0,0.0,2010-01-10 22:00:00
215,2010,1,10,23,beijing_2,-17.0,1035.0,-5.0,NW,52.31,22.0,0.0,0.0,2010-01-10 23:00:00
216,2010,1,11,0,beijing_2,-17.0,1035.0,-6.0,NW,60.36,23.0,0.0,0.0,2010-01-11 00:00:00
